shop_sku;title;description;brand;ean;category;error
55030;Bâche hiver cover 1 pour piscine baléares;<strong>Descriptif : </strong> Bâche hiver pour piscine Baléares octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 6.50 x 4.40 m.<br><strong>Poids : </strong> 9.<br><strong>Colisage : </strong> 1 colis : - 0,90 x 0,60 x 0,60 m, 9 kg.<br>;4452;3700746459786;;Media invalide | Les dimensions de l''image "1593191073_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
55031;Bâche hiver cover 1 pour piscine hawai - 580 gr/m²;<br /><strong>Descriptif : </strong> Bâche hiver pour piscine Hawaï hexagonale - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> Ø 4.10 m.<br><strong>Colisage : </strong> 1 colis : - 1 x 1 x 1 m, 1 kg.<br>;4452;3700746486560;;Media invalide | Les dimensions de l''image "1593191074_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
61834;Bâche à bulles pour piscine ibiza / sevilla - 400 µ - bordée 1 côté - bleu;<strong>Descriptif : </strong> Bâche à bulles bleu pour piscine Ibiza / Sevilla octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 400 µ.<br><strong>Dimensions de la bâche : </strong> 8.04 x 4.04m.<br><strong>Colisage : </strong> 1 colis : - 1 x 1 x 1 m, 1 kg.<br>;4452;3700746407411;;Media invalide | Les dimensions de l''image "1593191121_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
65399;Bâche à bulles pour piscine hawai - 180µ  - bleu;<strong>Colisage : </strong> 1 colis : - 1 x 1 x 1 m, 3 kg.<br>;4452;3700746441866;;Media invalide | Les dimensions de l''image "1593191140_bache_ete_max_Taille_2.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66544;Bâche à  bulles pour piscine palma / havana - 400 µ - bordée 1 cà´té - bleu;<strong>Descriptif : </strong> Bâche à bulles bleu pour Palma / Havana octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 400 µ.<br><strong>Dimensions de la bâche : </strong> 7.04 x 3.54 m.<br><strong>Colisage : </strong> 1 colis : - 68 x 56 x 52 m, 9 kg.<br>;4452;3700746421547;;Media invalide | Les dimensions de l''image "1593191176_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66545;Bâche à bulles pour piscine brazilia - 400 µ - bordée 1 côté - bleu;<strong>Descriptif : </strong> Bâche à bulles bleu pour piscine Brazilia octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 400 µ.<br><strong>Dimensions de la bâche : </strong> 5.33 x 3.33 m.<br><strong>Colisage : </strong> 1 colis : - 0,68 x 0,56 x 0,52 m, 7 kg.<br>;4452;3700746421554;;Media invalide | Les dimensions de l''image "1593191177_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66546;Bâche à bulles pour piscine florida - 400 µ - bordée 1 coté - bleu;<strong>Descriptif : </strong> Bâche à bulles bleu pour Florida octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 400 µ.<br><strong>Dimensions de la bâche : </strong> 6.04 x 4.04 m.<br><strong>Colisage : </strong> 1 colis : - 0,9 x 0,6 x 0,6 m, 9 kg.<br>;4452;3700746421561;;Media invalide | Les dimensions de l''image "1593191178_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66547;Bâche à bulles pour piscine sao paulo - 400 µ - bordée 1 côté - bleu;<strong>Descriptif : </strong> Bâche à bulles bleu pour piscine Sao Paulo octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 400 µ.<br><strong>Dimensions de la bâche : </strong> 6.04 x 3.54 m.<br><strong>Colisage : </strong> 1 colis : - 90 x 60 x 60 m, 8 kg.<br>;4452;3700746421578;;Media invalide | Les dimensions de l''image "1593191179_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66548;Bâche à bulles pour piscine miami - 400 µ - bordée 1 coté - bleu;<strong>Descriptif : </strong> Bâche à bulles bleu pour piscine Miami octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 400 µ.<br><strong>Dimensions de la bâche : </strong> 4.42 X 2.92 m .<br><strong>Colisage : </strong> 1 colis : - 68 x 56 x 52 m, 5 kg.<br>;4452;3700746421585;;Media invalide | Les dimensions de l''image "1593191180_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66552;Bâche hiver cover 1 pour piscine ibiza - 580 gr/m²;<strong>Descriptif : </strong> Bâche hiver pour piscine Ibiza octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 8.57 x 4.57.<br><strong>Poids : </strong> 12 kg.<br><strong>Colisage : </strong> 1 colis : - 1 x 1 x 1 m, 1 kg.<br>;4452;3700746421622;;Media invalide | Les dimensions de l''image "1593191181_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66577;Bâche hiver cover 1 pour piscine palma - 580 gr/m²;<strong>Descriptif : </strong> Bâche hiver pour piscine Palma octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 7.51 x 4.07.<br><strong>Poids : </strong> 9 kg.<br><strong>Colisage : </strong> 1 colis : - 0,68 x 0,56 x 0,52 m, 9 kg.<br>;4452;3700746421639;;Media invalide | Les dimensions de l''image "1593191185_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66578;Bâche hiver cover 1 pour piscine brazilia - 580 gr/m²;<strong>Descriptif : </strong> Bâche hiver pour piscine Brazilia octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 5.86 x 3.86.<br><strong>Poids : </strong> 7 kg.<br><strong>Colisage : </strong> 1 colis : - 68 x 56 x 52 m, 7 kg.<br>;4452;3700746421646;;Media invalide | Les dimensions de l''image "1593191186_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66579;Bâche hiver cover 1 pour piscine florida - 580 gr/m²;<strong>Descriptif : </strong> Bâche hiver pour piscine Florida octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 6.57 x 4.57 m.<br><strong>Poids : </strong> 10 kg.<br><strong>Colisage : </strong> 1 colis : - 0,9 x 0,6 x 0,6 m, 10 kg.<br>;4452;3700746421653;;Media invalide | Les dimensions de l''image "1593191187_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66580;Bâche hiver cover 1 pour piscine sao paulo - 580 gr/m²;<strong>Descriptif : </strong> Bâche hiver pour piscine Sao Paulo octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 6.57 x 4.07 m.<br><strong>Poids : </strong> 8 kg.<br><strong>Colisage : </strong> 1 colis : - 68 x 56 x 52 m, 8 kg.<br>;4452;3700746421660;;Media invalide | Les dimensions de l''image "1593191188_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66581;Bâche hiver cover 1 pour piscine miami - 580 gr/m²;<strong>Descriptif : </strong> Bâche hiver pour piscine Miami octogonale - ?illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 4.86 X 3.36 m.<br><strong>Poids : </strong> 5 kg.<br><strong>Colisage : </strong> 1 colis : - 0,68 x 0,56 x 0,52 m, 5 kg.<br>;4452;3700746421677;;Media invalide | Les dimensions de l''image "1593191189_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66582;Bâche hiver cover 1 pour piscine cancun - 580 gr/m²;<strong>Descriptif : </strong> Bâche hiver pour piscine Cancun octogonale - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 6.53 x 4.41.<br><strong>Poids : </strong> 8 kg.<br><strong>Colisage : </strong> 1 colis : - 90 x 60 x 60 m, 8 kg.<br>;4452;3700746421684;;Media invalide | Les dimensions de l''image "1593191190_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66583;Bâche hiver cover 1 pour piscine havana - 580 gr/m²;<strong>Descriptif : </strong> Bâche hiver pour piscine Havana octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 7.51 x 4.07.<br><strong>Poids : </strong> 1 kg.<br><strong>Colisage : </strong> 1 colis : - 68 x 56 x 52 m, 9 kg.<br>;4452;3700746421691;;Media invalide | Les dimensions de l''image "1593191191_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
66584;Bâche hiver cover 1 pour piscine sevilla - 580 gr/m²;<strong>Descriptif : </strong> Bâche hiver pour piscine Séville octogonale allongée - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 8.57 x 4.57.<br><strong>Poids : </strong> 12 kg.<br><strong>Colisage : </strong> 1 colis : - 0,6 x 0,6 x 0,5 m, 12 kg.<br>;4452;3700746421707;;Media invalide | Les dimensions de l''image "1593191192_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
68779;Bâche hiver cover 1 pour piscine verona - 580 gr/m²;<strong>Descriptif : </strong> Bâche hiver pour piscine Verona octogonale - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - ?illet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 5.10 x 1.20 m.<br><strong>Poids : </strong> 1 kg.<br><strong>Colisage : </strong> 1 colis : - 1 x 1 x 1 m, 1 kg.<br>;4452;3700746428003;;Media invalide | Les dimensions de l''image "1593191361_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
68782;Bâche à bulles pour piscine verona - 400 µ - bordée 1 côté - bleu;<strong>Descriptif : </strong> Bâche à bulles bleue pour piscine Miami octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 400 µ.<br><strong>Dimensions de la bâche : </strong> 4.71 x 1.16 m.<br><strong>Colisage : </strong> 1 colis : - 1 x 1 x 1 m, 1 kg.<br>;4452;3700746428034;;Media invalide | Les dimensions de l''image "1593191362_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
69001;Bâche à bulles  pour piscine venecia - 400 µ - bordée 1 côté - bleu;<strong>Descriptif : </strong> Forme octogonale - 400 microns.<br><strong>Dimensions de la bâche : </strong> 4.84 x 4.84 m.<br><strong>Colisage : </strong> 1 colis : - 1 x 1 x 1 m, 8 kg.<br>;4452;3700746459830;;Media invalide | Les dimensions de l''image "1593191373_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
69003;Bâche hiver cover 1 pour piscine venecia - 580 gr/m²;<strong>Descriptif : </strong> Bâche hiver pour piscine Venecia octogonale - Ourlet de renfort - Sandow périphérique - Trous d'évacuation des eaux pluviales - Traité anti-UV - Oeillet tous les 80 cm environ.<br><strong>Matière : </strong> PVC 580 gr/m².<br><strong>Dimensions de la piscine : </strong> 5.80 X 1.31 m.<br><strong>Poids : </strong> 8 kgs.<br><strong>Colisage : </strong> 1 colis : - 1 x 1 x 1 m, 1 kg.<br>;4452;3700746459847;;Media invalide | Les dimensions de l''image "1593191374_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
80549;Bâche à bulles pour piscine miami - 180 µ - bleu;<strong>Descriptif : </strong> Bâche à bulles bleu pour piscine Miami octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 180 µ.<br><strong>Dimensions de la bâche : </strong> 4.42 X 2.92 m .<br><strong>Colisage : </strong> 1 colis : - 61 x 43 x 41 m, 3 kg.<br>;4452;3700746438484;;Media invalide | Les dimensions de l''image "1593191682_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
80552;Bâche à bulles pour piscine rio - 180 µ - bleu;<br /><strong>Descriptif : </strong> Bâche à bulles bleu pour piscine Rio octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 180 µ.<br><strong>Dimensions de la bâche : </strong> 5.07 X 3.16 m .<br><strong>Colisage : </strong> 1 colis : - 61 x 43 x 41 m, 3 kg.<br>;4452;3700746438491;;Media invalide | Les dimensions de l''image "1593191683_bache_ete_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
80568;Bâche à bulles pour piscine brazilia - 180µ - bleu;<strong>Descriptif : </strong> Bâche à bulles bleu pour piscine Brazilia octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène.<br><strong>Dimensions de la bâche : </strong> 5.33 x 3.33 m.<br><strong>Colisage : </strong> 1 colis : - ,68 x ,56 x ,52 m, 3 kg.<br>;4452;3700746438507;;Media invalide | Les dimensions de l''image "1593191684_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
80569;Bâche à bulles pour piscine sao paulo - 180 µ - bleu;<strong>Descriptif : </strong> Bâche à bulles bleu pour piscine Sao Paulo octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène.<br><strong>Dimensions de la bâche : </strong> 6.04 x 3.54 m.<br><strong>Colisage : </strong> 1 colis : - 1 x 1 x 1 m, 1 kg.<br>;4452;3700746438514;;Media invalide | Les dimensions de l''image "1593191685_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
80571;Bâche à bulles pour baléares / cancun - 180 µ - bleu;<br /><strong>Descriptif : </strong> Bâche à bulles bleu pour Baléares / Cancun octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 180 µ.<br><strong>Dimensions de la bâche : </strong> 6.00 x 3.90 m.<br><strong>Colisage : </strong> 1 colis : - 68 x 56 x 52 m, 4 kg.<br>;4452;3700746438538;;Media invalide | Les dimensions de l''image "1593191686_bache_ete_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
80572;Bâche à  bulles pour piscine florida - 180 µ - bleu;<strong>Descriptif : </strong> Bâche à bulles bleu pour Florida octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 180 µ.<br><strong>Dimensions de la bâche : </strong> 6.04 x 4.04 m.<br><strong>Colisage : </strong> 1 colis : - 1 x 1 x 1 m, 10 kg.<br>;4452;3700746438545;;Media invalide | Les dimensions de l''image "1593191687_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
80573;Bâche à bulles pour piscine ibiza / sevilla - 180 µ - bleu;<strong>Descriptif : </strong> Bâche à bulles bleu pour piscine Ibiza / Sevilla octogonale - Préserve la propreté de votre bassin - Absorbe l'énergie solaire - Rétention de la chaleur accumulée - Élimine l'évaporation d'eau - Évite la photosynthèse - Réduit l'utilisation des produits chimiques - Maintient la température la nuit.<br><strong>Matière : </strong> Polyéthylène 180 µ.<br><strong>Dimensions de la bâche : </strong> 8.04 x 4.04 m.<br><strong>Colisage : </strong> 1 colis : - 1 x 1 x 1 m, 1 kg.<br>;4452;3700746438552;;Media invalide | Les dimensions de l''image "1593191688_1206_61834_vue0.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
80574;Bâche hiver pour piscine venecia - 280 gr/m² - bleu;<strong>Descriptif : </strong> Bâche hiver pour piscine Venecia octogonale - ?illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - Très résistante - Légère et facile à mettre en place.<br><strong>Matière : </strong> Polyéthylène tissé 280 gr/m².<br><strong>Dimensions de la bâche : </strong> Ø 6.00 m.<br><strong>Dimensions de la piscine : </strong> Ø 5.80 m.<br><strong>Poids : </strong> 8 kg.<br><strong>Colisage : </strong> 1 colis : - 0,6 x 0,4 x 0,2 m, 8 kg.<br>;4452;3700746438569;;Media invalide | Les dimensions de l''image "1593191689_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
80575;Bâche hiver pour piscine miami - 280 gr/mâ² - bleu;<strong>Descriptif : </strong> Bâche hiver pour piscine Miami octogonale allongé - ?illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.<br><strong>Matière : </strong> Polyéthylène tissé 280 gr/m².<br><strong>Dimensions de la bâche : </strong> 5.06 x 3.56 m.<br><strong>Poids : </strong> 5 kg.<br><strong>Colisage : </strong> 1 colis : - 0,6 x 0,4 x 0,2 m, 5 kg.<br>;4452;3700746438576;;Media invalide | Les dimensions de l''image "1593191690_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
80578;Bâche hiver pour piscine rio 280 g/m² - bleu;<strong>Descriptif : </strong> Bâche hiver pour piscine Rio octogonale allongée - ?illet tous les mètres - Bleue dessus - Livrée avec crochets plastiques hors sol - Protection de votre bassin contre salissures et feuilles - très résistante - légère et facile à mettre en place.<br><strong>Matière : </strong> Polyéthylène tissé 280 gr/m².<br><strong>Dimensions de la bâche : </strong> 5.80 x 3.90 m.<br><strong>Poids : </strong> 6 kg.<br><strong>Colisage : </strong> 1 colis : - 60 x 40 x 20 m, 6 kg.<br>;4452;3700746438583;;Media invalide | Les dimensions de l''image "1593191691_bache_hiver_max.jpg" ne sont pas supportées (Min={Width=537, Height=410}, Max={Width=2500, Height=2500})
